Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2022-2023,Washington,Pac-12,17,Sianna Houghton,Jr,L,5-9,30,3,100,NA,0,0,1,0,18,13,11,94,6,NA,NA,NA,NA,13,NA,NA,NA,65,NA,NA,NA,NA
2022-2023,Washington St.,Pac-12,4,Logann Golden,Jr,L/DS,5-8,20,0,40,NA,0,0,0,NA,2,8,10,22,1,NA,NA,NA,NA,8,NA,NA,NA,32,NA,NA,NA,NA
2022-2023,Washington St.,Pac-12,9,Shea Rubright,Jr,MB,6-3,1,1,3,NA,4,2,7,0.286,NA,NA,NA,NA,1,NA,2,1,2,5,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Washington St.,Pac-12,12,Argentina Ung,Jr,S,6-0,33,33,119,NA,101,26,249,0.301,1206,23,29,264,1,9,83,14,72.5,174.5,11,NA,NA,6,NA,NA,NA,NA
2022-2023,Washington St.,Pac-12,16,Weronika Wojdyla,Jr,OH,6-2,27,23,96,NA,29,18,82,0.134,2,NA,NA,17,NA,6,57,2,49,63.5,1,NA,NA,14,NA,NA,NA,NA
2022-2023,Washington St.,Pac-12,18,Jasmine Martin,Jr,MB,6-2,10,9,30,NA,47,14,90,0.367,1,NA,NA,11,NA,1,38,5,23.5,67,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,American,Patriot,8,Maya Mrus,Jr,OH,5-11,27,15,88,NA,78,53,300,0.083,13,25,26,176,22,NA,6,NA,3,106,2,NA,NA,419,NA,NA,NA,NA
2022-2023,American,Patriot,14,Allie Burke,Jr,MB,6-2,16,9,43,NA,27,15,71,0.169,2,NA,1,7,NA,4,31,1,21.5,46.5,NA,NA,NA,5,NA,NA,NA,NA
2022-2023,American,Patriot,19,Katie Putney,Jr,OH,6-5,22,6,77,NA,101,36,317,0.205,1,NA,NA,27,NA,5,45,8,39,128.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,5,Riley Parchment,Jr,L,5-8,27,10,95,NA,2,4,15,-0.133,15,31,29,188,22,NA,NA,NA,NA,33,NA,NA,NA,345,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,6,Paige Fixemer,Jr,MB,6-2,27,27,100,NA,300,117,663,0.276,11,26,36,60,NA,23,92,4,77.5,395,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,7,Allanah Cutler,Jr,OPP,5-11,26,26,97,NA,265,110,732,0.212,5,4,7,98,NA,8,53,2,40.5,303.5,NA,NA,NA,12,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,10,Alyssa Lukasik,Jr,MB,6-1,17,13,54,NA,86,32,226,0.239,1,1,1,7,NA,6,35,6,33.5,110.5,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,11,Isabella Sullivan,Jr,S,5-7,9,0,14,NA,2,0,6,0.333,24,2,NA,15,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,13,Jasmine Grant,Jr,MB,5-10,8,2,16,NA,10,7,31,0.097,NA,NA,NA,1,NA,4,16,2,14,22,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,16,Mackenzie Karnig,Jr,OH,6-0,25,0,80,NA,17,13,73,0.055,8,21,30,178,9,NA,NA,NA,NA,38,2,NA,NA,266,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,22,Kai Nickerson,Jr,OH,5-8,17,12,48,NA,73,25,167,0.287,1,NA,2,8,1,3,24,6,23,88,NA,NA,NA,12,NA,NA,NA,NA
2022-2023,Army West Point,Patriot,23,Savannah Bray,Jr,OH,5-10,27,25,100,NA,285,130,888,0.175,20,4,30,260,33,6,33,NA,25.5,311.5,1,NA,NA,603,NA,NA,NA,NA
2022-2023,Bucknell,Patriot,1,Libby Nieporte,Jr,OH,5-9,14,1,29,NA,32,21,110,0.1,NA,6,8,22,NA,NA,1,1,1.5,38.5,NA,NA,NA,35,NA,NA,NA,NA
2022-2023,Bucknell,Patriot,9,Sarah Ramirez,Jr,S,5-11,1,0,1,NA,2,0,3,0.667,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Bucknell,Patriot,10,Catherine Jamison,Jr,OH,6-1,24,15,85,NA,263,109,634,0.243,1,NA,NA,25,NA,1,26,6,20.5,277,1,NA,NA,NA,NA,NA,NA,NA
2022-2023,Bucknell,Patriot,15,Valentina Feigl,Jr,MB,6-0,24,23,89,NA,109,28,300,0.27,14,13,12,52,NA,8,61,8,50.5,160.5,NA,NA,NA,6,NA,NA,NA,NA
2022-2023,Bucknell,Patriot,16,Allie Lopez,Jr,MB,6-1,20,16,69,NA,81,33,226,0.212,1,NA,1,21,NA,8,50,9,42.5,114,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,Colgate,Patriot,2,Libby Overmyer,Jr,OH,6-0,5,5,17,NA,63,24,149,0.262,1,2,4,16,4,NA,3,NA,1.5,66.5,NA,NA,NA,20,NA,NA,NA,NA
2022-2023,Colgate,Patriot,6,Gillian Hauschild,Jr,RS,6-2,20,6,56,NA,118,39,280,0.282,6,NA,NA,27,NA,3,19,1,14.5,130.5,1,NA,NA,1,NA,NA,NA,NA
2022-2023,Colgate,Patriot,11,Harper Snyder,Jr,MB,6-3,29,29,102,NA,182,46,414,0.329,4,NA,NA,17,NA,15,80,7,67.5,237,NA,NA,NA,9,NA,NA,NA,NA
2022-2023,Colgate,Patriot,16,Taylor Cigna,Jr,L/DS,5-9,30,0,107,NA,2,1,36,0.028,138,30,43,444,40,NA,1,NA,0.5,32.5,NA,NA,NA,439,NA,NA,NA,NA
2022-2023,Holy Cross,Patriot,24,Sanaea Simmons,Jr,MB,5-11,26,22,78,NA,66,41,212,0.118,10,17,7,45,NA,6,38,4,30,108,2,NA,NA,11,NA,NA,NA,NA
2022-2023,Lafayette,Patriot,4,Serafina Rivera,Jr,L/DS,5-6,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Lafayette,Patriot,5,Alyssa Vitale,Jr,S,5-8,17,16,54,NA,23,4,70,0.271,494,17,12,103,NA,1,15,1,11,48.5,12,NA,NA,4,NA,NA,NA,NA
2022-2023,Lafayette,Patriot,6,Isabella Calle,Jr,OH,5-10,1,0,1,NA,0,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Lafayette,Patriot,14,Gracie Gibson,Jr,MB,6-1,23,23,82,NA,153,44,371,0.294,5,10,12,19,NA,8,36,3,29.5,189,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,Lafayette,Patriot,16,Katie Weston,Jr,L,5-5,23,0,82,NA,4,2,12,0.167,61,28,21,326,24,NA,NA,NA,NA,32,1,NA,NA,554,NA,NA,NA,NA
2022-2023,Lehigh,Patriot,3,Sophia Meagher,Jr,MB,6-2,19,17,63,NA,45,20,133,0.188,2,NA,1,15,NA,7,64,6,45,84,NA,NA,NA,4,NA,NA,NA,NA
2022-2023,Lehigh,Patriot,5,Alina Smith,Jr,MB,6-0,3,0,4,NA,6,1,13,0.385,NA,NA,NA,NA,NA,1,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Lehigh,Patriot,11,Lylah Washington,Jr,OH,5-9,23,8,62,NA,81,49,303,0.106,3,8,12,80,10,3,14,1,11,99,NA,NA,NA,208,NA,NA,NA,NA
2022-2023,Lehigh,Patriot,17,Katarina Kaburov,Jr,OH,6-0,27,19,88,NA,120,67,412,0.129,12,31,26,135,39,1,24,7,20,164,1,NA,NA,336,NA,NA,NA,NA
2022-2023,Loyola Maryland,Patriot,6,Caitlin Churney,Jr,MB,6-2,11,5,42,NA,85,48,234,0.158,2,NA,NA,21,NA,1,19,3,14.5,95.5,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,Loyola Maryland,Patriot,14,Lauren Link,Jr,OH,5-11,24,24,89,NA,406,197,1135,0.184,13,19,24,259,27,1,26,NA,17,439,NA,NA,NA,412,NA,NA,NA,NA
2022-2023,Navy,Patriot,3,Chris Stephenson,Jr,L/DS,5-8,24,0,62,NA,0,1,2,-0.5,10,10,21,59,16,NA,NA,NA,NA,10,1,NA,NA,125,NA,NA,NA,NA
2022-2023,Navy,Patriot,5,Anna Klemeyer,Jr,MB,5-11,20,19,74,NA,94,28,204,0.324,3,NA,NA,8,NA,7,68,5,55.5,135,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Navy,Patriot,6,Averi Miller,Jr,S,6-0,28,28,113,NA,76,31,239,0.188,1122,28,16,205,NA,2,48,5,33,130,16,NA,NA,4,NA,NA,NA,NA
2022-2023,Navy,Patriot,9,Jamie Llewellyn,Jr,OH,6-0,28,28,107,NA,330,175,918,0.169,20,24,68,239,30,8,39,8,39,381.5,NA,NA,NA,681,NA,NA,NA,NA
2022-2023,Navy,Patriot,12,Jordan Llewellyn,Jr,OH,6-0,28,28,107,NA,349,160,967,0.195,21,33,53,230,28,11,39,5,40.5,412.5,1,NA,NA,614,NA,NA,NA,NA
2022-2023,Navy,Patriot,14,Ashley Warren,Jr,OH,5-11,28,23,109,NA,205,91,553,0.206,4,5,16,70,2,2,60,1,40,242,NA,NA,NA,13,NA,NA,NA,NA
2022-2023,Navy,Patriot,16,Maggie Bodman,Jr,MB,6-0,28,28,109,NA,244,71,513,0.337,5,9,13,43,NA,10,99,4,67.5,312.5,NA,NA,NA,13,NA,NA,NA,NA
2022-2023,Navy,Patriot,21,Rilee Sherman,Jr,OH,5-10,21,0,60,NA,34,25,103,0.087,2,12,23,35,12,2,6,NA,7.5,51,NA,NA,NA,63,NA,NA,NA,NA
2022-2023,Alabama,SEC,7,Victoria Schmer,Jr,L/DS,5-4,30,0,110,NA,1,2,6,-0.167,96,18,25,269,31,NA,NA,NA,NA,19,NA,NA,NA,393,NA,NA,NA,NA
2022-2023,Alabama,SEC,19,Kendyl Reaugh,Jr,OH,6-3,27,27,98,NA,307,160,990,0.148,18,16,60,233,22,7,40,3,33.5,350,1,NA,NA,663,NA,NA,NA,NA
2022-2023,Alabama,SEC,23,Chaise Campbell,Jr,MB,6-3,24,21,81,NA,95,54,286,0.143,7,9,17,7,1,8,55,5,48,139.5,1,NA,NA,5,NA,NA,NA,NA
2022-2023,Arkansas,SEC,7,Taylor Head,Jr,OH,5-10,30,30,108,NA,390,128,946,0.277,12,26,53,297,25,5,46,9,41,444,1,NA,NA,642,NA,NA,NA,NA
2022-2023,Auburn,SEC,10,Jackie Barrett Frazier,Jr,S,6-2,28,26,106,NA,41,8,116,0.284,1057,26,28,220,1,9,75,10,63,113.5,NA,NA,NA,6,NA,NA,NA,NA
2022-2023,Auburn,SEC,14,Chelsey McCurdy,Jr,MB,6-3,31,31,122,NA,176,48,372,0.344,5,NA,4,17,1,4,103,6,71,231.5,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Florida,SEC,0,AC Fitzpatrick,Jr,OH,5-11,13,1,26,NA,30,9,82,0.256,1,NA,6,5,2,NA,4,NA,4,32,NA,NA,NA,20,NA,NA,NA,NA
2022-2023,Florida,SEC,1,Birdie Hendrickson,Jr,S,6-2,9,4,17,NA,14,7,47,0.149,21,3,6,17,NA,NA,7,1,7,20.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Florida,SEC,4,Sofia Victoria,Jr,OH,6-1,30,8,105,NA,286,136,674,0.223,3,NA,NA,82,9,6,29,7,34.5,306.5,1,NA,NA,120,NA,NA,NA,NA
2022-2023,Florida,SEC,6,Nnedi Okammor,Jr,MB,6-4,14,0,19,NA,10,4,23,0.261,NA,NA,NA,NA,1,NA,14,3,13.5,17,1,NA,NA,1,NA,NA,NA,NA
2022-2023,Florida,SEC,23,Elli McKissock,Jr,L/DS,5-7,31,0,113,NA,2,1,4,0.25,101,34,37,423,16,NA,NA,NA,NA,36,1,NA,NA,627,NA,NA,NA,NA
2022-2023,Georgia,SEC,2,Sophie Fischer,Jr,MB,6-5,31,30,118,NA,332,99,684,0.341,4,7,36,24,NA,13,170,11,129,437,1,NA,NA,2,NA,NA,NA,NA
2022-2023,Georgia,SEC,6,Alexa Fortin,Jr,S,5-11,31,2,120,NA,4,3,28,0.036,529,29,26,216,NA,1,1,NA,1.5,34.5,7,NA,NA,5,NA,NA,NA,NA
2022-2023,Georgia,SEC,24,Mallory Downing,Jr,L/DS,5-6,31,23,119,NA,0,2,13,-0.154,51,7,11,129,30,NA,NA,NA,NA,7,4,NA,NA,588,NA,NA,NA,NA
2022-2023,Kentucky,SEC,9,Riah Walker,Jr,L,5-10,30,27,106,NA,0,1,5,-0.2,17,13,25,172,23,NA,NA,1,NA,13,NA,NA,NA,647,NA,NA,NA,NA
2022-2023,Kentucky,SEC,10,Reagan Rutherford,Jr,OPP,6-0,29,18,102,NA,386,111,807,0.341,11,29,32,177,8,2,93,9,69,463.5,NA,NA,NA,124,NA,NA,NA,NA
2022-2023,Kentucky,SEC,11,Elise Goetzinger,Jr,MB,6-4,21,18,69,NA,154,33,321,0.377,4,5,10,15,NA,7,55,10,47,193.5,1,NA,NA,9,NA,NA,NA,NA
2022-2023,LSU,SEC,2,Paige Flickinger,Jr,OH,5-9,26,24,95,NA,252,116,827,0.164,21,20,27,242,18,4,21,2,20.5,286.5,NA,NA,NA,522,NA,NA,NA,NA
2022-2023,LSU,SEC,12,Alia Williams,Jr,MB,6-1,30,30,119,NA,164,58,409,0.259,5,7,31,49,2,12,87,5,73,226.5,1,NA,NA,16,NA,NA,NA,NA
2022-2023,Mississippi St.,SEC,2,Lilly Gunter,Jr,DS,5-8,28,0,107,NA,1,2,8,-0.125,104,16,28,453,20,NA,NA,NA,NA,17,NA,NA,NA,523,NA,NA,NA,NA
2022-2023,Mississippi St.,SEC,4,Shania Cromartie,Jr,OH,5-9,24,23,91,NA,250,102,751,0.197,15,8,9,183,27,3,20,2,17.5,271,1,NA,NA,392,NA,NA,NA,NA
2022-2023,Mississippi St.,SEC,7,Rebecca Walk,Jr,MB,6-2,14,5,39,NA,54,32,129,0.171,2,1,1,13,NA,5,19,NA,15.5,69.5,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Mississippi St.,SEC,10,Fran McBride,Jr,OPP,6-3,13,0,32,NA,24,9,78,0.192,NA,NA,NA,10,NA,NA,9,2,7.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Missouri,SEC,62,Skylar Buckley,Jr,DS,5-9,24,4,85,NA,4,0,9,0.444,58,6,15,222,21,NA,NA,NA,NA,10,NA,NA,NA,315,NA,NA,NA,NA
2022-2023,Ole Miss,SEC,4,Payton Brgoch,Jr,MB,6-3,28,28,111,NA,213,57,454,0.344,7,3,8,28,NA,15,108,10,88,285,NA,NA,NA,6,NA,NA,NA,NA
2022-2023,Ole Miss,SEC,5,Samantha Schnitta,Jr,RS,6-0,18,4,54,NA,131,54,304,0.253,5,3,3,25,2,NA,30,NA,19,149,NA,NA,NA,31,NA,NA,NA,NA
2022-2023,Ole Miss,SEC,11,Sasha Ratliff,Jr,MB,6-2,26,26,105,NA,277,86,557,0.343,3,21,25,39,NA,26,80,4,77.5,364,NA,NA,NA,8,NA,NA,NA,NA
2022-2023,Ole Miss,SEC,22,Sommer Daniel,Jr,S,5-8,16,7,49,NA,6,1,20,0.25,270,6,14,94,NA,NA,5,NA,2.5,14.5,NA,NA,NA,6,NA,NA,NA,NA
2022-2023,South Carolina,SEC,2,Janna Schlageter,Jr,OH,6-2,9,0,11,NA,2,3,7,-0.143,NA,NA,3,2,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA
2022-2023,South Carolina,SEC,3,Caitlin Crawford,Jr,DS,5-4,17,0,31,NA,0,0,1,0,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
2022-2023,South Carolina,SEC,9,Ellie Ruprich,Jr,MB,6-3,27,26,102,NA,141,27,350,0.326,6,13,14,43,NA,29,101,3,112,233.5,1,NA,NA,16,NA,NA,NA,NA
2022-2023,South Carolina,SEC,14,Kiune Fletcher,Jr,RS,6-1,26,8,85,NA,157,91,414,0.159,2,NA,NA,38,NA,7,47,5,47,187.5,2,NA,NA,4,NA,NA,NA,NA
2022-2023,South Carolina,SEC,20,Riley Whitesides,Jr,OH,5-11,27,27,101,NA,268,149,839,0.142,9,23,58,165,29,4,35,4,33,312.5,NA,NA,NA,762,NA,NA,NA,NA
2022-2023,Tennessee,SEC,3,Paola Laborda,Jr,L/DS,5-7,12,0,42,NA,0,1,1,-1,55,11,5,145,17,NA,NA,NA,NA,11,NA,NA,NA,266,NA,NA,NA,NA
2022-2023,Tennessee,SEC,4,Jakya Moore,Jr,S,5-9,13,0,32,NA,0,0,0,NA,3,5,11,9,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA
2022-2023,Tennessee,SEC,23,Jasmine Brooks,Jr,OH,6-2,23,14,70,NA,133,55,410,0.19,7,2,2,45,9,8,21,4,24,153.5,NA,NA,NA,143,NA,NA,NA,NA
2022-2023,Texas A&M,SEC,8,Lauren Hogan,Jr,DS,5-4,28,7,100,NA,2,0,7,0.286,77,12,31,311,26,NA,NA,NA,NA,14,NA,NA,NA,495,NA,NA,NA,NA
2022-2023,Texas A&M,SEC,14,Molly Brown,Jr,MB,6-2,26,23,81,NA,61,32,167,0.174,2,NA,NA,8,NA,9,83,10,63.5,111.5,2,NA,NA,10,NA,NA,NA,NA
2022-2023,Texas A&M,SEC,15,Madison Bowser,Jr,MB,6-1,29,29,110,NA,185,34,363,0.416,5,NA,2,7,NA,8,88,8,66.5,237,NA,NA,NA,9,NA,NA,NA,NA
