Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School
2022-2023,Rutgers,Big Ten,0,Lucy Malone,So,L/DS,5-4,31,11,95,NA,1,0,2,0.5,41,9,17,202,28,NA,NA,NA,NA,10,NA,NA,NA,429,NA,NA,NA
2022-2023,Rutgers,Big Ten,1,Chelsea Harvey,So,S,5-10,2,0,3,NA,1,0,1,1,15,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
2022-2023,Rutgers,Big Ten,9,Jaden Rice,So,OH,6-0,8,0,9,NA,4,6,20,-0.1,NA,NA,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA
2022-2023,Wisconsin,Big Ten,14,Anna Smrek,So,MB,6-9,30,10,102,NA,169,54,362,0.318,8,1,1,32,NA,10,103,10,96.5,231.5,1,NA,NA,5,NA,NA,NA
2022-2023,Wisconsin,Big Ten,22,Julia Orzol,So,OH,6-0,32,32,115,NA,281,102,876,0.204,19,28,50,272,22,7,51,5,49,341.5,NA,NA,NA,527,NA,NA,NA
2022-2023,CSU Bakersfield,Big West,2,Ella Erteltova,So,S,5-10,25,0,73,NA,2,1,14,0.071,267,12,11,125,1,NA,1,NA,0.5,14.5,29,NA,NA,1,NA,NA,NA
2022-2023,CSU Bakersfield,Big West,5,Sophia Bertotti Metoyer,So,MB,6-2,25,20,70,NA,90,51,263,0.148,3,1,1,14,1,6,48,NA,30,121,2,NA,NA,10,NA,NA,NA
2022-2023,CSU Bakersfield,Big West,15,Sarah Martin,So,L/DS,5-8,17,2,37,NA,1,0,1,1,7,2,6,50,18,NA,NA,NA,NA,3,NA,NA,NA,131,NA,NA,NA
2022-2023,CSU Bakersfield,Big West,16,Samia Bhakta,So,RS,6-0,27,17,71,NA,86,45,273,0.15,4,NA,1,40,NA,NA,30,NA,19.5,101,1,NA,NA,3,NA,NA,NA
2022-2023,CSUN,Big West,3,Abigail Macias,So,MB,6-2,18,9,48,NA,26,15,87,0.126,3,2,3,18,NA,3,17,7,18,39.5,1,NA,NA,6,NA,NA,NA
2022-2023,CSUN,Big West,4,Emily Sparks,So,S,5-11,24,9,80,NA,6,6,30,0,338,17,30,127,NA,NA,NA,1,1,23,7,NA,NA,3,NA,NA,NA
2022-2023,CSUN,Big West,14,Taylor Hunter,So,MB,6-2,32,29,116,NA,162,79,406,0.204,6,NA,NA,48,NA,9,92,7,66.5,217,NA,NA,NA,3,NA,NA,NA
2022-2023,CSUN,Big West,22,Carisa Barron,So,S,5-11,32,31,123,NA,253,114,744,0.187,624,9,56,272,NA,10,47,5,45.5,295.5,16,6,NA,4,NA,NA,NA
2022-2023,CSUN,Big West,23,Magdalena Juric,So,OPP,6-4,29,15,103,NA,134,55,432,0.183,6,NA,NA,28,NA,12,46,3,40.5,169,NA,NA,NA,5,NA,NA,NA
2022-2023,CSUN,Big West,30,Layla Cederlind,So,DS,5-8,31,6,113,NA,1,0,4,0.25,17,30,43,186,31,NA,NA,NA,NA,31,NA,NA,NA,371,NA,NA,NA
2022-2023,Cal Poly,Big West,7,Kate Slack,So,MB,6-2,30,30,112,NA,115,43,264,0.273,12,NA,NA,25,1,13,84,10,71.5,170,2,NA,NA,19,NA,NA,NA
2022-2023,Cal Poly,Big West,9,Tommi Stockham,So,OH,6-2,30,29,105,NA,398,176,1055,0.21,34,20,42,235,64,4,30,5,26,437,NA,NA,NA,861,NA,NA,NA
2022-2023,Cal Poly,Big West,18,Kirra Kellerman,So,MB,6-2,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Cal Poly,Big West,22,Amy Hiatt,So,OH,6-3,19,5,45,NA,92,33,261,0.226,2,NA,NA,13,10,6,13,2,15,104.5,1,NA,NA,84,NA,NA,NA
2022-2023,Cal St. Fullerton,Big West,1,Marisse Turner,So,MB,6-0,9,8,33,NA,70,29,176,0.233,NA,1,8,13,NA,6,15,4,17.5,84.5,NA,NA,NA,1,NA,NA,NA
2022-2023,Cal St. Fullerton,Big West,6,Hailey Black,So,S,5-11,1,0,1,NA,0,0,0,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Cal St. Fullerton,Big West,24,Lyla Traylor,So,OH,6-1,28,28,106,NA,313,165,1025,0.144,13,19,17,305,46,7,25,1,25,351.5,NA,NA,NA,607,NA,NA,NA
2022-2023,Hawaii,Big West,10,Kate Lang,So,S,5-10,29,29,107,NA,58,16,125,0.336,1102,24,26,224,3,2,40,9,31,104,5,NA,NA,9,NA,NA,NA
2022-2023,Hawaii,Big West,16,Tayli Ikenaga,So,L,5-5,26,0,94,NA,0,0,3,0,64,11,18,299,16,NA,NA,NA,NA,11,NA,NA,NA,274,NA,NA,NA
2022-2023,Hawaii,Big West,23,Annika De Goede,So,OPP,6-3,14,3,26,NA,17,16,48,0.021,NA,3,4,7,NA,NA,7,2,6,23.5,NA,NA,NA,1,NA,NA,NA
2022-2023,Long Beach St.,Big West,6,Kameron Bacon,So,MB,6-4,26,19,90,NA,114,35,298,0.265,5,1,1,12,1,4,81,2,53,159.5,1,NA,NA,9,NA,NA,NA
2022-2023,Long Beach St.,Big West,10,Savana Chacon,So,DS,5-8,23,5,91,NA,3,1,12,0.167,37,34,39,191,13,NA,NA,NA,NA,37,3,NA,NA,304,NA,NA,NA
2022-2023,Long Beach St.,Big West,13,Andie Stone,So,OH,5-10,1,0,1,NA,0,3,5,-0.6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2022-2023,Long Beach St.,Big West,15,Kailia Lopez,So,OH,5-9,24,2,70,NA,0,0,0,NA,5,10,18,19,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
2022-2023,Long Beach St.,Big West,23,Jenna Giambi,So,L/DS,5-5,3,0,7,NA,0,0,0,NA,1,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
2022-2023,Long Beach St.,Big West,28,Maura Hayes,So,RS,6-2,1,0,2,NA,1,1,2,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2022-2023,Long Beach St.,Big West,83,Natalie Glenn,So,OH,5-10,18,18,53,NA,138,76,390,0.159,12,17,42,127,11,2,23,2,18,168.5,NA,NA,NA,285,NA,NA,NA
2022-2023,UC Davis,Big West,1,Maddie Gleason,So,MB,6-2,2,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Davis,Big West,2,Casi Newman,So,S,5-10,30,30,119,NA,49,12,105,0.352,1052,20,28,223,NA,3,45,4,35.5,94.5,32,NA,NA,5,NA,NA,NA
2022-2023,UC Davis,Big West,3,Olivia Utterback,So,OPP,6-0,30,30,118,NA,265,112,801,0.191,24,35,55,266,41,1,69,4,47,335.5,5,NA,NA,472,NA,NA,NA
2022-2023,UC Davis,Big West,7,Julia Ng,So,L/DS,5-5,30,25,119,NA,3,0,18,0.167,16,20,16,226,28,NA,NA,NA,NA,23,NA,NA,NA,481,NA,NA,NA
2022-2023,UC Davis,Big West,8,Alexa Hogan,So,MB,6-1,13,5,24,NA,15,7,46,0.174,NA,NA,NA,NA,NA,4,8,1,9,23,NA,NA,NA,2,NA,NA,NA
2022-2023,UC Davis,Big West,9,Amara Aimufua,So,OH,5-11,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2022-2023,UC Davis,Big West,17,Megan Lenn,So,OH,6-0,30,21,106,NA,179,101,660,0.118,12,32,31,217,22,4,39,5,33.5,234.5,7,NA,NA,484,NA,NA,NA
2022-2023,UC Irvine,Big West,5,Carly Richter,So,L/DS,5-3,16,0,40,NA,0,0,3,0,9,2,4,48,1,NA,NA,NA,NA,2,NA,NA,NA,78,NA,NA,NA
2022-2023,UC Irvine,Big West,7,Marianna Bertolone,So,OH,6-0,30,30,111,NA,239,103,732,0.186,6,7,20,223,30,5,36,1,26.5,269,NA,NA,NA,530,NA,NA,NA
2022-2023,UC Irvine,Big West,10,Emma Spindt,So,OH,6-1,21,17,65,NA,99,62,313,0.118,4,6,12,90,16,2,16,NA,10.5,115,1,NA,NA,368,NA,NA,NA
2022-2023,UC Irvine,Big West,14,Ellen Veargason,So,OPP,6-4,28,1,96,NA,124,55,389,0.177,2,NA,NA,34,NA,6,84,2,56,172,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,15,Ofure Iselen,So,RS,6-0,5,0,7,NA,4,0,7,0.571,1,NA,NA,NA,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,20,Amanda Leinbach,So,L/DS,5-7,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC Irvine,Big West,23,Indy DeSmet,So,S,5-8,30,1,104,NA,2,2,17,0,488,31,23,207,1,NA,NA,NA,NA,33,8,NA,NA,2,NA,NA,NA
2022-2023,UC Riverside,Big West,5,Kenzy Militar,So,L,5-9,27,2,85,NA,4,1,20,0.15,51,25,15,242,19,NA,1,NA,0.5,29.5,1,NA,NA,335,NA,NA,NA
2022-2023,UC Riverside,Big West,17,Shannon Dunkin,So,MB,6-2,6,6,22,NA,15,6,36,0.25,NA,NA,NA,1,NA,2,14,NA,15,24,NA,NA,NA,2,NA,NA,NA
2022-2023,UC Riverside,Big West,20,Coco Ikpe,So,MB,5-9,13,3,30,NA,49,30,179,0.106,2,NA,NA,9,9,2,4,4,8.5,53,NA,NA,NA,56,NA,NA,NA
2022-2023,UC San Diego,Big West,3,Juliette Bokor,So,MB,6-1,16,5,40,NA,41,14,107,0.252,3,1,4,16,NA,3,17,2,16,53.5,NA,NA,NA,4,NA,NA,NA
2022-2023,UC San Diego,Big West,4,Ava McInnes,So,OH,6-2,32,32,123,NA,469,176,1374,0.213,20,29,33,211,33,10,55,5,48,535.5,1,NA,NA,295,NA,NA,NA
2022-2023,UC San Diego,Big West,5,Sabire Karacaova,So,OH,5-10,20,1,52,NA,18,16,63,0.032,6,1,7,51,9,1,3,NA,3,21.5,NA,NA,NA,140,NA,NA,NA
2022-2023,UC San Diego,Big West,17,Emily McDaniel,So,MB,6-4,30,23,112,NA,217,99,574,0.206,5,NA,NA,24,5,24,67,3,69.5,274.5,3,NA,NA,33,NA,NA,NA
2022-2023,UC San Diego,Big West,20,Gabby Quach,So,S,5-9,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UC San Diego,Big West,33,Zaria Henderson,So,OH,5-10,32,32,121,NA,321,175,938,0.156,25,32,30,276,39,5,20,1,21.5,368,5,NA,NA,748,NA,NA,NA
2022-2023,UC Santa Barbara,Big West,11,Nia Correal,So,MB,6-4,30,30,105,NA,90,45,226,0.199,1,3,3,16,1,19,87,12,81,155.5,2,NA,NA,7,NA,NA,NA
2022-2023,UC Santa Barbara,Big West,16,Grace McIntosh,So,S,5-11,18,1,53,NA,1,3,8,-0.25,225,6,12,75,NA,NA,NA,1,NA,7,16,NA,NA,2,NA,NA,NA
2022-2023,Col. of Charleston,CAA,5,Emma Appleman,So,S,5-11,23,15,85,NA,18,3,73,0.205,493,20,15,170,NA,NA,3,1,2.5,39.5,1,NA,NA,2,NA,NA,NA
2022-2023,Col. of Charleston,CAA,8,Anna Smith,So,OH,5-9,25,24,90,NA,227,99,674,0.19,9,15,30,173,38,5,40,11,36,267,NA,NA,NA,439,NA,NA,NA
2022-2023,Col. of Charleston,CAA,9,Chandler Manusky,So,DS,5-7,25,0,72,NA,1,0,7,0.143,33,15,9,156,27,NA,NA,NA,NA,16,NA,NA,NA,253,NA,NA,NA
2022-2023,Col. of Charleston,CAA,12,Jasmin Goei,So,S,5-8,30,14,103,NA,17,3,48,0.292,579,12,11,175,NA,NA,5,2,4.5,31.5,1,NA,NA,3,NA,NA,NA
2022-2023,Col. of Charleston,CAA,15,Tynley Smeltzer,So,OH,5-10,26,1,94,NA,5,1,24,0.167,64,18,8,367,27,NA,NA,NA,NA,23,NA,NA,NA,423,NA,NA,NA
2022-2023,Delaware,CAA,3,Mackenzie Sobczyk,So,MB,5-11,7,4,14,NA,16,5,37,0.297,1,NA,NA,3,NA,1,10,1,9,22,NA,NA,NA,NA,NA,NA,NA
2022-2023,Delaware,CAA,19,Emily Chrysogelos,So,OH,6-0,4,0,4,NA,1,0,1,1,NA,3,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA
2022-2023,Delaware,CAA,21,Hannah Wright,So,DS,5-5,28,1,106,NA,1,0,2,0.5,6,29,19,55,NA,NA,NA,NA,NA,30,NA,NA,NA,1,NA,NA,NA
2022-2023,Elon,CAA,2,Lily Barker,So,RS,6-1,16,3,36,NA,32,17,107,0.14,6,NA,1,16,NA,1,13,1,9.5,39.5,NA,NA,NA,14,NA,NA,NA
2022-2023,Elon,CAA,3,Caroline Doyle,So,L/DS,5-7,25,9,93,NA,1,2,18,-0.056,20,14,12,155,37,NA,NA,NA,NA,15,NA,NA,NA,349,NA,NA,NA
2022-2023,Elon,CAA,10,Sydney Love,So,OH,6-3,27,13,105,NA,266,119,722,0.204,4,NA,5,51,2,5,80,8,52.5,311,1,NA,NA,69,NA,NA,NA
2022-2023,Elon,CAA,17,Presly Austin,So,S,6-1,2,0,2,NA,1,1,2,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2022-2023,Hampton,CAA,2,Cortni Adams,So,MB,5-11,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Hampton,CAA,5,Leanna Caldwell,So,L/DS,5-4,19,0,68,NA,7,3,55,0.073,56,13,16,208,26,NA,NA,NA,NA,20,1,NA,NA,260,NA,NA,NA
2022-2023,Hampton,CAA,6,Madison Clark,So,RS,6-1,19,6,66,NA,117,61,354,0.158,9,7,9,46,12,2,17,4,16.5,134.5,NA,NA,NA,86,NA,NA,NA
2022-2023,Hofstra,CAA,7,Chiara Cucco,So,L/DS,5-6,29,0,108,NA,4,2,18,0.111,102,26,22,475,27,NA,NA,NA,NA,30,NA,NA,NA,600,NA,NA,NA
2022-2023,Hofstra,CAA,8,Florencia Wolkowyski,So,OH,6-1,16,2,34,NA,27,18,107,0.084,NA,6,5,26,8,NA,7,NA,3.5,36.5,NA,NA,NA,71,NA,NA,NA
2022-2023,Hofstra,CAA,10,Josie Fronczak,So,OH,6-1,24,0,76,NA,0,7,18,-0.389,3,11,9,34,2,NA,1,NA,0.5,11.5,NA,NA,NA,6,NA,NA,NA
2022-2023,Hofstra,CAA,12,Beatriz Alves,So,S,5-9,29,29,108,NA,100,30,265,0.264,1069,35,64,237,1,3,48,11,38,162,19,NA,NA,6,NA,NA,NA
2022-2023,N.C. A&T,CAA,2,Madison Sanabria,So,MB,6-0,12,0,27,NA,13,7,38,0.158,2,NA,NA,8,NA,2,16,4,15,23,1,NA,NA,3,NA,NA,NA
2022-2023,N.C. A&T,CAA,5,Maya Johnson,So,MB,6-0,26,25,103,NA,90,43,260,0.181,11,6,23,34,1,12,82,13,73.5,149,3,NA,NA,17,NA,NA,NA
2022-2023,N.C. A&T,CAA,7,Arie Walker,So,DS,5-8,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2022-2023,N.C. A&T,CAA,11,Laurel Rogers,So,DS,5-8,5,0,9,NA,0,0,0,NA,2,NA,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2022-2023,N.C. A&T,CAA,16,Hannah Howell,So,OH,6-0,26,26,102,NA,251,131,808,0.149,25,24,25,205,55,4,30,3,23.5,294,4,NA,NA,628,NA,NA,NA
2022-2023,N.C. A&T,CAA,21,Naiya Sawtelle,So,OH,6-0,26,25,103,NA,429,209,1141,0.193,25,31,53,200,49,9,51,8,47,494.5,3,NA,NA,515,NA,NA,NA
2022-2023,Northeastern,CAA,13,Rafaella Lepenioti,So,OH,5-11,27,8,95,NA,5,4,38,0.026,16,34,14,126,20,NA,1,1,1,39.5,1,NA,NA,282,NA,NA,NA
2022-2023,Northeastern,CAA,16,Jessica Frannea,So,S,5-11,26,24,98,NA,40,8,107,0.299,966,33,23,191,2,NA,38,9,29,92,17,NA,NA,7,NA,NA,NA
2022-2023,Northeastern,CAA,18,Sahitya Krishnamurthy,So,OH,5-10,11,5,41,NA,7,3,33,0.121,4,3,10,67,5,NA,NA,NA,NA,10,NA,NA,NA,116,NA,NA,NA
2022-2023,Stony Brook,CAA,5,Saige Bradley,So,MB,6-2,20,16,68,NA,95,39,233,0.24,1,1,4,13,3,10,53,12,50,132.5,1,NA,NA,15,NA,NA,NA
2022-2023,Stony Brook,CAA,10,Erin Garr,So,MB,6-0,21,7,67,NA,114,47,338,0.198,1,2,2,26,10,NA,24,3,19,128,NA,NA,NA,48,NA,NA,NA
2022-2023,Stony Brook,CAA,11,Katie Hickey,So,MB,6-1,14,11,43,NA,41,20,139,0.151,2,NA,NA,12,NA,4,25,1,17.5,57.5,NA,NA,NA,3,NA,NA,NA
2022-2023,Towson,CAA,12,Victoria Barrett,So,OH,5-9,31,30,108,NA,329,127,791,0.255,17,31,68,230,36,13,57,6,51.5,401.5,2,NA,NA,664,NA,NA,NA
2022-2023,Towson,CAA,20,Maya Scott,So,OH,6-0,1,0,1,NA,2,0,3,0.667,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2022-2023,Towson,CAA,23,Irbe Lazda,So,MB,6-3,31,19,109,NA,259,98,661,0.244,10,NA,1,53,NA,4,95,10,71,310.5,2,NA,NA,8,NA,NA,NA
2022-2023,UNCW,CAA,1,Alexa Brezeault,So,OH,6-0,22,4,54,NA,55,44,212,0.052,1,NA,NA,22,5,6,16,1,15,69,NA,NA,NA,56,NA,NA,NA
2022-2023,UNCW,CAA,2,Quinn Manley,So,DS,5-3,17,0,55,NA,0,1,9,-0.111,36,7,13,141,24,NA,NA,1,1,7,NA,NA,NA,256,NA,NA,NA
2022-2023,UNCW,CAA,8,Margo Huff,So,MH,6-2,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UNCW,CAA,10,Caitlyn Callahan,So,OH,6-0,25,25,98,NA,163,56,371,0.288,3,1,5,30,NA,23,75,9,74,224.5,NA,NA,NA,7,NA,NA,NA
2022-2023,UNCW,CAA,11,Sydney Thaxton,So,L/DS,5-5,20,1,49,NA,0,2,6,-0.333,8,7,11,74,12,NA,NA,NA,NA,7,NA,NA,NA,166,NA,NA,NA
2022-2023,UNCW,CAA,12,Emily Hanlon,So,OH,6-3,10,3,34,NA,46,20,123,0.211,2,NA,NA,14,NA,NA,7,NA,5,49.5,NA,NA,NA,2,NA,NA,NA
2022-2023,UNCW,CAA,17,Emma Chappell,So,OH,5-10,7,0,15,NA,15,12,45,0.067,NA,1,2,6,NA,1,11,2,10,22.5,NA,NA,NA,1,NA,NA,NA
2022-2023,UNCW,CAA,18,Grace Melnick,So,MH,6-1,25,20,95,NA,163,84,444,0.178,5,1,10,37,NA,5,48,12,40,193,NA,NA,NA,5,NA,NA,NA
2022-2023,William & Mary,CAA,1,Amy Schwem,So,S,5-10,26,23,102,NA,3,1,25,0.08,561,17,22,192,NA,NA,1,NA,0.5,20.5,1,NA,NA,5,NA,NA,NA
2022-2023,William & Mary,CAA,5,Bella Easton,So,S,5-7,15,0,25,NA,0,0,0,NA,2,2,1,5,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA
2022-2023,William & Mary,CAA,21,Eleanor Stothoff,So,OH,6-2,24,20,89,NA,284,107,731,0.242,3,NA,NA,54,2,3,59,8,45,316.5,NA,NA,NA,9,NA,NA,NA
2022-2023,FIU,CUSA,15,Kira Givans,So,OH,6-3,15,4,34,NA,65,42,231,0.1,1,NA,2,20,6,2,4,NA,4,69,1,NA,NA,40,NA,NA,NA
2022-2023,FIU,CUSA,16,Paige Thibault,So,L,5-6,28,14,105,NA,47,28,216,0.088,14,23,30,221,21,1,7,NA,4.5,74.5,NA,NA,NA,466,NA,NA,NA
2022-2023,Fla. Atlantic,CUSA,2,Klara Zarnovicka,So,OH,6-2,26,23,94,NA,252,106,603,0.242,11,9,20,113,22,7,53,8,42,294.5,NA,NA,NA,319,NA,NA,NA
2022-2023,Fla. Atlantic,CUSA,3,Noelle Stephens,So,S,5-10,26,26,95,NA,44,9,117,0.299,858,19,15,170,NA,2,20,2,15,75,12,NA,NA,11,NA,NA,NA
2022-2023,Fla. Atlantic,CUSA,6,Katelynn Robine,So,OH,6-0,24,21,86,NA,256,106,705,0.213,6,44,77,138,15,4,10,NA,9,309,NA,NA,NA,200,NA,NA,NA
2022-2023,Fla. Atlantic,CUSA,7,Valeria Rosado,So,OH,6-1,26,26,95,NA,314,138,869,0.203,13,34,33,230,16,8,30,3,25.5,371,NA,NA,NA,470,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,7,Chard'e Vanzandt,So,OH,5-10,29,17,89,NA,184,86,563,0.174,4,NA,NA,39,1,6,26,5,24.5,203,1,NA,NA,26,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,11,Jaena Bell,So,RS,5-10,18,1,38,NA,24,19,97,0.052,1,1,NA,10,1,3,16,2,12.5,36,NA,NA,NA,3,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,14,McKenzie Johnson,So,L/DS,5-6,29,0,105,NA,2,2,34,0,76,37,47,418,36,NA,NA,NA,NA,39,1,NA,NA,542,NA,NA,NA
2022-2023,Louisiana Tech,CUSA,18,Ashley Taylor,So,MB,6-0,21,16,65,NA,124,45,287,0.275,2,NA,4,24,1,29,29,11,53.5,167.5,NA,NA,NA,10,NA,NA,NA
2022-2023,Middle Tenn.,CUSA,7,Melisa Tore,So,MB,6-3,19,0,33,NA,7,0,12,0.583,NA,14,20,NA,NA,NA,5,1,3.5,23.5,NA,NA,NA,NA,NA,NA,NA
2022-2023,Middle Tenn.,CUSA,17,Melisa Nur Temiz,So,OH,6-2,21,5,51,NA,55,32,161,0.143,4,5,8,52,9,6,8,2,12,70,1,NA,NA,78,NA,NA,NA
2022-2023,North Texas,CUSA,2,Addison Corley,So,OPP,6-0,8,0,15,NA,14,9,51,0.098,NA,NA,NA,4,NA,1,3,1,3.5,16.5,NA,NA,NA,1,NA,NA,NA
2022-2023,North Texas,CUSA,7,Andrea Owens,So,OH,6-1,23,7,61,NA,66,37,231,0.126,1,NA,NA,22,5,6,14,2,15,79,2,NA,NA,95,NA,NA,NA
2022-2023,North Texas,CUSA,8,Ceci Harness,So,S,5-8,31,31,116,NA,10,6,43,0.093,777,24,17,200,NA,NA,7,NA,3.5,37.5,6,NA,NA,3,NA,NA,NA
2022-2023,North Texas,CUSA,13,Lauren Phillips,So,S,6-0,11,0,30,NA,0,3,10,-0.3,118,11,8,45,NA,NA,1,NA,0.5,11.5,4,NA,NA,2,NA,NA,NA
2022-2023,North Texas,CUSA,23,Aryn Johnson,So,OH,5-9,31,31,114,NA,353,196,935,0.168,10,28,32,220,58,8,44,3,35,411,3,NA,NA,860,NA,NA,NA
2022-2023,Rice,CUSA,17,Lola Foord,So,OH,5-11,29,5,66,NA,82,26,211,0.265,3,NA,NA,15,NA,1,21,5,17.5,93.5,NA,NA,NA,1,NA,NA,NA
2022-2023,UAB,CUSA,3,Kayla Hardy,So,L/DS,5-2,22,2,71,NA,0,0,4,0,8,6,13,92,7,NA,NA,NA,NA,6,NA,NA,NA,157,NA,NA,NA
2022-2023,UAB,CUSA,5,Avery Long,So,L/DS,5-8,5,0,12,NA,0,0,0,NA,NA,1,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA
2022-2023,UAB,CUSA,6,Katy Schroeder,So,OH,6-0,12,1,32,NA,4,1,10,0.3,NA,NA,NA,3,NA,1,2,NA,2,6,NA,NA,NA,NA,NA,NA,NA
2022-2023,UAB,CUSA,21,Chloe Rodriguez,So,MB,6-2,27,26,105,NA,129,50,274,0.288,8,7,8,28,2,15,70,1,57.5,186,NA,NA,NA,6,NA,NA,NA
2022-2023,UAB,CUSA,24,Erin Powers,So,DS,5-7,27,0,105,NA,4,2,23,0.087,120,39,31,473,35,NA,NA,NA,NA,43,NA,NA,NA,552,NA,NA,NA
2022-2023,UTEP,CUSA,7,Gabriella Gregorski,So,DS,5-5,13,0,17,NA,0,0,0,NA,NA,1,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
2022-2023,UTEP,CUSA,12,Madison Hill,So,L/DS,5-6,7,0,12,NA,0,0,0,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2022-2023,UTEP,CUSA,14,Ema Uskokovic,So,OH,6-0,13,2,37,NA,45,23,151,0.146,1,NA,3,12,2,3,23,NA,15,59.5,NA,NA,NA,18,NA,NA,NA
2022-2023,UTEP,CUSA,21,Ryley Frye,So,S,5-10,8,0,11,NA,0,0,0,NA,9,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2022-2023,UTSA,CUSA,3,Courtney Aulbaugh,So,L/DS,5-6,15,3,38,NA,0,1,2,-0.5,11,4,7,51,11,NA,NA,NA,NA,4,NA,NA,NA,71,NA,NA,NA
2022-2023,UTSA,CUSA,4,Brooke Hirsch,So,L/DS,5-7,15,3,39,NA,0,0,0,NA,9,NA,NA,50,10,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA
2022-2023,UTSA,CUSA,10,Cheyenne Hlady,So,MB,6-2,12,9,38,NA,34,17,94,0.181,3,4,13,13,NA,4,27,NA,18.5,55.5,NA,NA,NA,6,NA,NA,NA
2022-2023,UTSA,CUSA,15,Makayla Smith,So,OPP,6-0,2,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UTSA,CUSA,44,Mekaila Aupiu,So,S,5-10,19,9,56,NA,28,11,91,0.187,329,9,17,92,NA,1,13,4,10.5,44.5,5,NA,NA,NA,NA,NA,NA
2022-2023,Western Ky.,CUSA,26,Katie Howard,So,OH,5-11,33,31,108,NA,77,43,254,0.134,18,50,69,181,10,1,11,3,10.5,133.5,1,NA,NA,91,NA,NA,NA
2022-2023,Western Ky.,CUSA,33,Kenadee Coyle,So,RS,6-1,33,32,109,NA,193,58,447,0.302,6,NA,NA,33,NA,5,74,10,52.5,235,1,NA,NA,NA,NA,NA,NA
2022-2023,Chicago St.,DI Independent,14,Yunju Lee,So,S,5-8,23,13,81,NA,12,3,40,0.225,365,16,22,165,NA,NA,1,NA,0.5,28.5,17,NA,NA,2,NA,NA,NA
2022-2023,Cleveland St.,Horizon,3,Liberty Torres,So,OH,6-0,29,0,89,NA,163,81,589,0.139,1,NA,NA,34,2,5,18,6,22.5,177,NA,NA,NA,21,NA,NA,NA
