Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2022-2023,West Virginia,Big 12,1,Natalie Winter,Sr,DS,5-9,22,1,52,NA,0,3,13,-0.231,10,9,23,47,14,NA,NA,NA,NA,9,1,NA,NA,167,NA,NA,NA,NA
2022-2023,West Virginia,Big 12,18,Adrian Ell,Sr,OH,6-3,28,28,102,NA,289,149,870,0.161,281,19,7,211,5,13,43,4,41.5,342.5,3,4,NA,62,NA,NA,NA,NA
2022-2023,Butler,Big East,2,Maddie Renn,Sr,L/DS,5-3,31,16,111,NA,1,1,7,0,18,23,41,212,23,NA,1,NA,0.5,24.5,NA,NA,NA,496,NA,NA,NA,NA
2022-2023,Butler,Big East,5,Jaymeson Kinley,Sr,L,5-4,31,0,114,NA,7,4,33,0.091,99,17,19,618,14,NA,NA,NA,NA,24,3,NA,NA,428,NA,NA,NA,NA
2022-2023,Butler,Big East,11,Marisa Guisti,Sr,MB,6-1,27,25,96,NA,94,29,271,0.24,4,7,13,50,NA,12,97,11,79,161.5,1,NA,NA,16,NA,NA,NA,NA
2022-2023,Butler,Big East,13,Megan Sheridan,Sr,OH,6-1,31,15,113,NA,266,107,806,0.197,7,1,5,84,15,1,31,11,28.5,283.5,2,NA,NA,341,NA,NA,NA,NA
2022-2023,Creighton,Big East,6,Keeley Davis,Sr,OH,6-0,30,29,105,NA,227,83,607,0.237,50,50,35,310,21,3,36,1,23.5,298,NA,NA,NA,477,NA,NA,NA,NA
2022-2023,Creighton,Big East,7,Jaela Zimmerman,Sr,OH,6-2,11,1,15,NA,3,3,11,0,NA,3,2,13,NA,NA,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA
2022-2023,Creighton,Big East,9,Kiana Schmitt,Sr,MB,6-2,32,32,119,NA,270,84,587,0.317,5,NA,NA,32,NA,6,111,1,75.5,331.5,NA,NA,NA,4,NA,NA,NA,NA
2022-2023,Creighton,Big East,10,Jazz Schmidt,Sr,RS,6-2,23,7,65,NA,131,34,280,0.346,56,1,1,28,1,NA,27,3,22,145.5,NA,NA,NA,5,NA,NA,NA,NA
2022-2023,Creighton,Big East,11,Bethany Clapp,Sr,OH,6-0,12,1,23,NA,19,7,59,0.203,NA,1,NA,12,2,NA,7,2,6.5,23.5,NA,NA,NA,25,NA,NA,NA,NA
2022-2023,DePaul,Big East,11,Bailey Nelson,Sr,RS,6-1,30,18,116,NA,288,127,790,0.204,4,NA,1,45,1,7,54,5,41.5,322,1,NA,NA,4,NA,NA,NA,NA
2022-2023,Georgetown,Big East,2,Jessica Cusi,Sr,DS,5-3,24,13,89,NA,0,0,10,0,16,24,28,170,35,NA,NA,NA,NA,24,NA,NA,NA,440,NA,NA,NA,NA
2022-2023,Georgetown,Big East,3,Ellie Watkins,Sr,S,5-7,25,10,89,NA,1,0,5,0.2,18,18,33,111,23,NA,NA,NA,NA,19,NA,NA,NA,217,NA,NA,NA,NA
2022-2023,Georgetown,Big East,6,Peyton Wilhite,Sr,RS,6-4,18,15,59,NA,122,67,413,0.133,18,2,2,92,18,NA,38,3,27,143,NA,NA,NA,221,NA,NA,NA,NA
2022-2023,Georgetown,Big East,9,Kelly Chen,Sr,L,5-9,8,2,22,NA,0,0,2,0,4,NA,9,33,2,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA
2022-2023,Georgetown,Big East,15,Emma Plutnicki,Sr,S,6-2,21,16,70,NA,46,5,129,0.318,554,7,7,184,NA,5,31,2,22.5,73.5,4,NA,NA,7,NA,NA,NA,NA
2022-2023,Georgetown,Big East,17,Makayla Serrett,Sr,MB,6-3,6,5,18,NA,23,10,66,0.197,1,NA,NA,3,NA,3,9,3,10.5,30.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Georgetown,Big East,20,Brennan Wilhite,Sr,MB,6-3,28,25,99,NA,180,62,465,0.254,2,NA,4,11,NA,12,65,4,52.5,224.5,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,Providence,Big East,1,Sasha Rudich,Sr,MB,6-1,30,30,111,NA,105,52,300,0.177,8,34,37,49,1,10,75,10,60,186.5,NA,NA,NA,11,NA,NA,NA,NA
2022-2023,Providence,Big East,4,Jennifer Leitman,Sr,OH,6-1,2,2,6,NA,17,10,58,0.121,NA,2,2,13,NA,NA,4,NA,2,21,NA,NA,NA,30,NA,NA,NA,NA
2022-2023,Providence,Big East,7,Brielle Mullally,Sr,S,6-0,30,30,114,NA,289,121,841,0.2,401,46,54,302,1,1,56,8,38.5,364,11,6,NA,6,NA,NA,NA,NA
2022-2023,Providence,Big East,10,Emma Nelson,Sr,OH,6-1,29,18,109,NA,291,138,857,0.179,4,NA,2,63,16,5,30,5,28,311,NA,NA,NA,313,NA,NA,NA,NA
2022-2023,Providence,Big East,11,Mackenzie Taylor,Sr,DS,5-5,30,0,111,NA,2,4,16,-0.125,127,29,60,504,39,NA,NA,NA,NA,31,1,NA,NA,582,NA,NA,NA,NA
2022-2023,Providence,Big East,13,Caroline LaMacchia,Sr,DS,5-4,30,12,105,NA,3,3,14,0,12,25,44,197,26,NA,NA,NA,NA,28,NA,NA,NA,395,NA,NA,NA,NA
2022-2023,Providence,Big East,18,Elena Leontaridou,Sr,MB,6-2,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Seton Hall,Big East,5,Jennifer Giron,Sr,RS,5-10,30,4,109,NA,5,0,17,0.294,43,16,24,253,30,NA,NA,NA,NA,21,NA,NA,NA,442,NA,NA,NA,NA
2022-2023,Seton Hall,Big East,7,Madeline Matheny,Sr,OH,6-0,1,1,2,NA,1,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Seton Hall,Big East,9,Reagan Hopp,Sr,OH,5-11,9,7,23,NA,37,11,102,0.255,6,1,3,30,6,1,8,NA,5,43,1,NA,NA,127,NA,NA,NA,NA
2022-2023,Seton Hall,Big East,14,Reece Koehler,Sr,MB,6-1,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Seton Hall,Big East,17,Julia Wilkins,Sr,OH,6-0,19,4,44,NA,47,25,148,0.149,3,NA,3,17,4,1,14,1,10,55,2,NA,NA,24,NA,NA,NA,NA
2022-2023,St. John's (NY),Big East,1,Sheena Yoshioka,Sr,L/DS,5-3,27,0,79,NA,1,0,2,0.5,6,8,4,43,3,NA,NA,NA,NA,9,NA,NA,NA,55,NA,NA,NA,NA
2022-2023,St. John's (NY),Big East,2,Iliana Rodriguez,Sr,L/DS,5-5,29,3,81,NA,2,0,7,0.286,18,3,13,133,13,NA,NA,NA,NA,5,2,NA,NA,273,NA,NA,NA,NA
2022-2023,St. John's (NY),Big East,18,Rachele Rastelli,Sr,RS,6-4,33,31,125,NA,459,190,1039,0.259,19,15,26,111,NA,7,89,14,66,525.5,NA,NA,NA,10,NA,NA,NA,NA
2022-2023,St. John's (NY),Big East,25,Mimi Larry,Sr,DS,5-6,16,0,26,NA,0,1,1,-1,2,3,3,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,UConn,Big East,1,Madi Whitmire,Sr,S,5-10,31,31,112,NA,55,15,190,0.211,1120,14,34,251,NA,10,51,1,41,104.5,18,NA,NA,2,NA,NA,NA,NA
2022-2023,UConn,Big East,2,Mia Ruffolo,Sr,L/DS,5-6,23,5,70,NA,0,0,1,0,8,7,21,103,10,NA,NA,NA,NA,7,NA,NA,NA,153,NA,NA,NA,NA
2022-2023,UConn,Big East,4,Caylee Parker,Sr,OH,5-11,29,28,107,NA,366,138,955,0.239,31,31,34,286,23,13,33,11,36.5,426.5,NA,NA,NA,573,NA,NA,NA,NA
2022-2023,UConn,Big East,6,Kennadie Jake-Turner,Sr,MB,6-0,31,31,115,NA,228,75,527,0.29,10,10,23,54,NA,14,93,5,74.5,298.5,NA,NA,NA,7,NA,NA,NA,NA
2022-2023,UConn,Big East,8,Karly Berkland,Sr,L/DS,5-4,31,0,115,NA,4,1,23,0.13,113,28,56,437,33,NA,NA,NA,NA,32,1,NA,NA,544,NA,NA,NA,NA
2022-2023,UConn,Big East,17,Allie Garland,Sr,MB,6-1,31,21,115,NA,256,84,654,0.263,4,NA,1,53,NA,11,57,7,51,295.5,1,NA,NA,2,NA,NA,NA,NA
2022-2023,UConn,Big East,23,Jasmine Davis,Sr,OH,6-1,27,26,101,NA,292,129,888,0.184,23,35,20,238,34,11,33,4,33.5,354.5,1,NA,NA,481,NA,NA,NA,NA
2022-2023,UConn,Big East,27,Aset Baker-Falealili,Sr,L/DS,5-7,15,1,23,NA,1,0,3,0.333,2,3,4,16,2,NA,NA,NA,NA,4,NA,NA,NA,43,NA,NA,NA,NA
2022-2023,Villanova,Big East,0,Izzy Plummer,Sr,MB,6-3,20,16,61,NA,40,17,118,0.195,1,7,12,21,NA,5,54,5,41.5,79,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,Villanova,Big East,7,Maddie Schieder,Sr,DS,5-4,21,5,60,NA,1,0,2,0.5,13,16,15,57,22,NA,NA,NA,NA,17,NA,NA,NA,203,NA,NA,NA,NA
2022-2023,Villanova,Big East,10,Anastasia Galanou,Sr,OH,6-1,3,1,4,NA,7,5,17,0.118,NA,NA,NA,1,1,NA,NA,NA,NA,7,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,Villanova,Big East,13,Belle Morgan,Sr,S,6-1,21,9,75,NA,47,6,124,0.331,428,8,12,72,NA,2,21,NA,14,67.5,9,NA,NA,4,NA,NA,NA,NA
2022-2023,Villanova,Big East,17,Kathleen Johnson,Sr,MH,5-11,13,7,40,NA,80,25,217,0.253,4,NA,NA,15,1,1,18,4,14,90,2,NA,NA,32,NA,NA,NA,NA
2022-2023,Xavier,Big East,3,MaryAnn O'Toole,Sr,OH,6-0,32,22,125,NA,249,98,884,0.171,13,2,3,114,18,6,25,2,22.5,269.5,2,NA,NA,393,NA,NA,NA,NA
2022-2023,Xavier,Big East,6,Carrigan O'Reilly,Sr,S,5-11,33,33,130,NA,190,49,545,0.259,1196,21,10,316,1,5,58,4,48,245,3,2,NA,15,NA,NA,NA,NA
2022-2023,Xavier,Big East,7,Alyssa Overbeck,Sr,L,5-5,33,13,125,NA,0,0,14,0,37,23,25,316,23,NA,NA,NA,NA,23,1,NA,NA,402,NA,NA,NA,NA
2022-2023,Xavier,Big East,9,Angel Robinson,Sr,MB,6-0,28,25,99,NA,155,38,374,0.313,NA,3,5,18,NA,11,61,10,61,199.5,NA,NA,NA,7,NA,NA,NA,NA
2022-2023,Eastern Wash.,Big Sky,5,Renata Lopez Morales,Sr,OH,6-1,29,29,102,NA,152,43,347,0.314,11,16,9,78,2,10,86,5,64.5,221,4,NA,NA,32,NA,NA,NA,NA
2022-2023,Eastern Wash.,Big Sky,13,Leah McAdams,Sr,RS,6-1,17,0,33,NA,2,5,13,-0.231,1,8,9,13,4,NA,1,NA,0.5,10.5,NA,NA,NA,42,NA,NA,NA,NA
2022-2023,Eastern Wash.,Big Sky,15,McKenna Russell,Sr,MB,6-0,6,0,6,NA,2,1,6,0.167,NA,NA,1,NA,NA,NA,1,NA,0.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Eastern Wash.,Big Sky,17,Lindsey Russell,Sr,S,6-1,29,29,109,NA,26,11,96,0.156,1049,27,26,218,NA,2,26,2,18.5,68,15,NA,NA,3,NA,NA,NA,NA
2022-2023,Eastern Wash.,Big Sky,22,Ehu Keala,Sr,RS,6-3,11,7,31,NA,42,31,155,0.071,3,3,6,47,7,2,7,NA,5.5,50.5,NA,NA,NA,167,NA,NA,NA,NA
2022-2023,Idaho,Big Sky,5,Hailey Pelton,Sr,S,6-0,27,8,76,NA,18,3,53,0.283,353,8,8,80,NA,NA,21,3,14.5,36.5,15,NA,NA,2,NA,NA,NA,NA
2022-2023,Idaho,Big Sky,10,Allison Munday,Sr,OH,6-0,25,20,89,NA,232,97,661,0.204,19,14,29,140,15,8,48,3,36.5,278,1,NA,NA,249,NA,NA,NA,NA
2022-2023,Idaho St.,Big Sky,5,Taylor Burnham,Sr,OH,-,23,16,76,NA,126,69,448,0.127,8,8,2,135,19,6,19,2,17,149.5,NA,NA,NA,377,NA,NA,NA,NA
2022-2023,Idaho St.,Big Sky,12,Rachael Warren,Sr,MB,-,8,5,22,NA,22,11,59,0.186,NA,NA,NA,7,NA,3,15,NA,17,32.5,NA,NA,NA,1,NA,NA,NA,NA
2022-2023,Montana,Big Sky,1,Sarina Moreno,Sr,L,5-7,29,0,106,NA,4,1,12,0.25,84,20,25,465,52,NA,NA,NA,NA,24,2,NA,NA,680,NA,NA,NA,NA
2022-2023,Montana,Big Sky,3,Jackie Howell,Sr,OH,5-9,29,29,106,NA,174,102,655,0.11,29,20,33,291,37,1,28,3,23,209,1,NA,NA,696,NA,NA,NA,NA
2022-2023,Montana,Big Sky,13,Alicia Wallingford,Sr,MB,6-0,4,0,4,NA,3,1,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Montana,Big Sky,16,Catie Semadeni,Sr,RS,6-1,29,7,101,NA,200,86,605,0.188,2,NA,NA,44,NA,2,47,2,31,225.5,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,Montana,Big Sky,17,Elise Jolly,Sr,MB,6-3,27,27,98,NA,197,79,522,0.226,8,31,20,79,1,19,87,7,77.5,290.5,NA,NA,NA,3,NA,NA,NA,NA
2022-2023,Northern Ariz.,Big Sky,4,Taylor Jacobsen,Sr,OH,6-1,8,8,30,NA,154,50,479,0.217,3,7,13,61,6,4,8,1,9,169,NA,NA,NA,198,NA,NA,NA,NA
2022-2023,Northern Ariz.,Big Sky,5,Jasmine West,Sr,DS,5-7,20,0,74,NA,0,0,1,0,5,10,4,21,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Northern Ariz.,Big Sky,10,Neche Newton,Sr,MB,5-11,23,23,92,NA,125,50,344,0.218,6,2,9,40,1,8,59,6,46.5,164.5,2,NA,NA,7,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,8,Michaela Boon,Sr,DS,5-6,31,0,120,NA,2,0,11,0.182,128,28,30,466,26,NA,1,NA,0.5,30.5,NA,NA,NA,561,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,11,Rachel Schwensen,Sr,OH,6-3,30,28,112,NA,309,89,694,0.317,8,5,29,72,NA,4,65,5,46.5,350.5,NA,NA,NA,9,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,13,Makenzie Harris,Sr,OH,6-0,27,27,105,NA,354,117,931,0.255,26,23,41,250,38,2,43,2,31.5,400.5,1,NA,NA,561,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,14,Cece Huhn,Sr,MB,6-2,31,31,120,NA,223,80,465,0.308,9,10,13,60,1,26,89,3,82.5,303.5,NA,NA,NA,9,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,15,Kelsie Milkowski,Sr,OH,5-11,4,0,4,NA,0,0,0,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,16,Kailey Jo Ince,Sr,OH,6-1,31,31,118,NA,417,152,1101,0.241,21,31,31,288,42,6,40,6,36,474,2,NA,NA,599,NA,NA,NA,NA
2022-2023,Northern Colo.,Big Sky,17,Mimi Dunda,Sr,MB,6-1,5,0,9,NA,4,0,12,0.333,NA,NA,NA,NA,NA,NA,6,NA,4,7,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,1,Makayla Lewis,Sr,OH,6-0,29,27,108,NA,379,168,989,0.213,23,21,22,284,48,1,39,3,28.5,420.5,1,NA,NA,695,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,2,Kylie Komo,Sr,DS,5-5,9,0,19,NA,0,0,0,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,6,Jasmine Powell,Sr,OH,5-10,14,0,34,NA,46,22,136,0.176,2,NA,5,15,NA,NA,7,NA,4,49.5,2,NA,NA,NA,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,10,Zoe McBride,Sr,OH,6-0,27,6,71,NA,51,23,156,0.179,7,5,14,100,22,NA,11,NA,6,61.5,NA,NA,NA,246,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,11,Ellie Snook,Sr,L,5-7,31,0,118,NA,2,0,20,0.1,153,43,32,539,33,NA,NA,NA,NA,45,4,NA,NA,556,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,15,Parker Webb,Sr,OH,6-1,31,31,118,NA,357,128,887,0.258,21,48,47,177,NA,2,53,2,34.5,433.5,4,NA,NA,12,NA,NA,NA,NA
2022-2023,Portland St.,Big Sky,17,Ashlyn Blotzer,Sr,MB,6-0,31,31,111,NA,145,60,350,0.243,1,2,3,23,2,13,62,4,57.5,191,1,NA,NA,12,NA,NA,NA,NA
2022-2023,Sacramento St.,Big Sky,7,Caty Cordano,Sr,L,5-3,28,3,112,NA,3,3,15,0,78,34,20,438,44,NA,1,NA,1,37.5,NA,NA,NA,612,NA,NA,NA,NA
2022-2023,Sacramento St.,Big Sky,10,Ashtin Olin,Sr,S,5-11,30,30,120,NA,87,26,210,0.29,1123,34,43,311,1,15,76,7,67,174,22,NA,NA,6,NA,NA,NA,NA
2022-2023,Sacramento St.,Big Sky,17,Tiyanane Kamba-Griffin,Sr,MB,5-11,30,27,118,NA,145,47,350,0.28,7,NA,NA,20,2,22,117,6,103,225.5,NA,NA,NA,12,NA,NA,NA,NA
2022-2023,Weber St.,Big Sky,5,Riley Weinert,Sr,OH,5-11,10,1,16,NA,2,2,13,0,NA,NA,3,7,NA,NA,1,NA,1,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Weber St.,Big Sky,9,Emma Mangum,Sr,MB,6-4,29,28,111,NA,234,95,753,0.185,5,23,37,119,NA,18,99,11,89.5,324.5,NA,NA,NA,7,NA,NA,NA,NA
2022-2023,Campbell,Big South,2,Emily Mitter,Sr,S,5-9,30,27,116,NA,4,4,22,0,662,20,14,248,1,NA,1,NA,1,24.5,6,NA,NA,5,NA,NA,NA,NA
2022-2023,Campbell,Big South,8,Elyse Gross,Sr,DS,5-6,18,1,34,NA,0,0,2,0,8,NA,3,34,4,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA
2022-2023,Campbell,Big South,10,Melody Paige,Sr,MB,6-0,30,30,116,NA,286,79,648,0.319,3,NA,NA,35,1,26,135,5,106,379.5,1,NA,NA,29,NA,NA,NA,NA
2022-2023,Campbell,Big South,13,Ananda Patterson,Sr,MB,5-11,30,30,116,NA,200,65,554,0.244,4,NA,NA,71,4,3,65,5,42,235.5,NA,NA,NA,23,NA,NA,NA,NA
2022-2023,Campbell,Big South,16,Lailah Green,Sr,OH,5-10,27,26,100,NA,252,127,734,0.17,6,20,37,215,21,4,37,4,30.5,294.5,NA,NA,NA,347,NA,NA,NA,NA
2022-2023,Charleston So.,Big South,16,Emilee Karelse,Sr,S,5-9,24,21,95,NA,12,4,59,0.136,818,17,34,186,NA,1,10,2,7,35,3,NA,NA,5,NA,NA,NA,NA
2022-2023,Charleston So.,Big South,17,Giada Pais-Marden,Sr,OH,6-2,30,15,107,NA,227,110,676,0.173,8,15,19,90,19,12,26,3,30.5,267,1,NA,NA,213,NA,NA,NA,NA
2022-2023,Charleston So.,Big South,18,Peyton Thompson,Sr,OPP,6-2,31,29,123,NA,440,202,1201,0.198,8,37,69,153,5,11,45,4,39,510.5,1,NA,NA,6,NA,NA,NA,NA
2022-2023,Charleston So.,Big South,22,Madison McNally,Sr,OH,5-11,16,4,43,NA,65,37,173,0.162,3,4,7,32,10,1,6,NA,4.5,73,NA,NA,NA,101,NA,NA,NA,NA
2022-2023,Gardner-Webb,Big South,3,Sophia Bolden,Sr,S,5-8,28,10,104,NA,3,0,15,0.2,46,12,11,323,35,NA,NA,NA,NA,15,1,NA,NA,471,NA,NA,NA,NA
2022-2023,Gardner-Webb,Big South,6,Mikayla Logan,Sr,MB,5-8,28,28,106,NA,229,72,539,0.291,4,1,2,22,NA,14,49,5,45.5,268.5,NA,NA,NA,4,NA,NA,NA,NA
2022-2023,Gardner-Webb,Big South,8,Kylee Garrison,Sr,OH,5-10,28,28,106,NA,337,165,1003,0.171,17,18,50,271,47,8,38,1,29,382,3,NA,NA,574,NA,NA,NA,NA
2022-2023,Gardner-Webb,Big South,18,Delaney McCullough,Sr,MB,6-0,26,26,100,NA,174,56,433,0.273,7,25,35,66,1,7,68,3,49.5,240,2,NA,NA,4,NA,NA,NA,NA
2022-2023,High Point,Big South,2,Sopheea Mink,Sr,OH,6-1,28,18,81,NA,104,34,272,0.257,4,NA,NA,31,NA,1,55,2,34.5,132.5,2,NA,NA,5,NA,NA,NA,NA
2022-2023,High Point,Big South,3,Lucy Dumford,Sr,OH,6-1,17,5,35,NA,27,10,57,0.298,3,NA,NA,10,NA,NA,9,1,6,31.5,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,High Point,Big South,5,Ally Van Eekeren,Sr,S,6-0,33,28,116,NA,128,44,302,0.278,977,27,36,245,NA,3,48,4,32,182,7,NA,NA,6,NA,NA,NA,NA
2022-2023,High Point,Big South,6,Maggie Salley,Sr,OH,6-1,19,7,47,NA,81,34,203,0.232,2,NA,2,24,NA,1,14,1,10,89,NA,NA,NA,20,NA,NA,NA,NA
2022-2023,High Point,Big South,7,Maria Miggins,Sr,S,6-0,30,22,103,NA,164,61,411,0.251,175,27,31,186,NA,2,27,2,21,206.5,7,NA,NA,2,NA,NA,NA,NA
2022-2023,High Point,Big South,11,Gabrielle Idlebird,Sr,MB,6-0,24,24,85,NA,157,44,334,0.338,3,3,6,29,NA,9,75,7,53.5,206.5,1,NA,NA,5,NA,NA,NA,NA
2022-2023,High Point,Big South,16,Megan Kratzer,Sr,OH,6-2,27,2,68,NA,20,12,72,0.111,1,12,21,30,2,NA,5,2,5,34.5,NA,NA,NA,45,NA,NA,NA,NA
2022-2023,High Point,Big South,21,Kathryn Wesolich,Sr,MB,6-2,30,26,90,NA,67,37,188,0.16,2,3,7,26,NA,9,62,9,51.5,110,1,NA,NA,7,NA,NA,NA,NA
2022-2023,High Point,Big South,23,Jillian Ziemba,Sr,L/DS,5-8,28,14,98,NA,1,0,3,0.333,19,12,14,243,12,NA,NA,NA,NA,13,NA,NA,NA,412,NA,NA,NA,NA
2022-2023,Presbyterian,Big South,6,Paige Cairns,Sr,RS,5-10,28,12,103,NA,218,146,698,0.103,3,NA,NA,56,20,4,24,3,19.5,234,NA,NA,NA,250,NA,NA,NA,NA
2022-2023,Presbyterian,Big South,19,Cydni Miller,Sr,OH,5-10,20,5,49,NA,79,51,255,0.11,1,NA,NA,20,2,NA,11,1,7.5,84.5,NA,NA,NA,16,NA,NA,NA,NA
2022-2023,Radford,Big South,0,Madison Monahan,Sr,OH,5-10,12,4,24,NA,26,26,129,0,NA,2,4,21,5,1,4,1,4,31,1,NA,NA,88,NA,NA,NA,NA
2022-2023,Radford,Big South,7,Crystal Childs,Sr,OH,5-8,25,19,77,NA,194,120,585,0.126,8,3,16,175,26,7,14,2,16.5,211,2,NA,NA,401,NA,NA,NA,NA
2022-2023,Radford,Big South,13,Peyton Ferree,Sr,OH,-,9,3,14,NA,18,22,83,-0.048,NA,NA,6,20,1,NA,7,NA,4,21.5,NA,NA,NA,55,NA,NA,NA,NA
2022-2023,Radford,Big South,21,Tori Britton,Sr,OH,5-11,27,26,91,NA,116,57,329,0.179,4,22,22,68,NA,3,62,6,45.5,172,1,NA,NA,8,NA,NA,NA,NA
2022-2023,Radford,Big South,22,Grace Tulevech,Sr,OH,6-2,28,18,91,NA,182,71,593,0.187,1,NA,1,55,NA,6,44,1,31.5,210,1,NA,NA,13,NA,NA,NA,NA
2022-2023,UNC Asheville,Big South,9,Lexy Cole,Sr,MB,6-0,26,25,87,NA,141,51,368,0.245,7,9,27,49,1,14,56,7,52.5,192,1,NA,NA,14,NA,NA,NA,NA
2022-2023,UNC Asheville,Big South,15,Nina Finderle,Sr,MB,6-0,26,26,89,NA,93,25,248,0.274,3,NA,1,23,2,13,60,6,52.5,136,1,NA,NA,12,NA,NA,NA,NA
2022-2023,USC Upstate,Big South,20,Briana Strobert,Sr,RS,5-11,26,21,89,NA,179,58,536,0.226,6,NA,NA,52,NA,8,70,4,51,222,1,NA,NA,2,NA,NA,NA,NA
2022-2023,Winthrop,Big South,1,Alicia Roberts,Sr,MH,6-0,26,24,92,NA,148,67,335,0.242,2,NA,1,12,NA,20,82,9,90,209,1,NA,NA,1,NA,NA,NA,NA
2022-2023,Winthrop,Big South,11,Atley Livingston,Sr,DS,5-3,4,1,4,NA,0,0,0,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-2023,Winthrop,Big South,13,Leah Metzger,Sr,DS,5-7,28,0,101,NA,2,3,6,-0.167,25,5,17,214,20,NA,NA,NA,NA,7,1,NA,NA,277,NA,NA,NA,NA
2022-2023,Winthrop,Big South,23,Alayna Jansky,Sr,OH,6-0,28,28,98,NA,366,130,1048,0.225,18,19,14,270,13,6,39,9,46,410.5,NA,NA,NA,302,NA,NA,NA,NA
2022-2023,Illinois,Big Ten,1,Kennedy Collins,Sr,MB,6-3,26,26,92,NA,167,60,371,0.288,3,11,16,34,NA,7,84,7,68.5,227,NA,NA,NA,23,NA,NA,NA,NA
2022-2023,Illinois,Big Ten,2,Rylee Hinton,Sr,MB,6-2,22,20,75,NA,118,14,225,0.462,2,NA,NA,6,NA,13,89,4,72,175.5,NA,NA,NA,19,NA,NA,NA,NA
2022-2023,Illinois,Big Ten,5,Diana Brown,Sr,S,6-0,30,30,109,NA,13,15,73,-0.027,1101,37,26,283,NA,4,37,2,30.5,72.5,7,NA,NA,6,NA,NA,NA,NA
2022-2023,Illinois,Big Ten,6,Kyla Swanson,Sr,MB,6-4,15,13,51,NA,53,19,120,0.283,2,5,7,6,NA,3,41,4,28,81.5,NA,NA,NA,2,NA,NA,NA,NA
2022-2023,Illinois,Big Ten,14,Jessica Nunge,Sr,OH,6-2,22,12,79,NA,173,79,469,0.2,10,29,28,83,17,2,20,3,17.5,214,NA,NA,NA,235,NA,NA,NA,NA
2022-2023,Indiana,Big Ten,14,Haley Armstrong,Sr,DS,5-7,4,0,6,NA,0,0,1,0,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
2022-2023,Indiana,Big Ten,18,Kaley Rammelsberg,Sr,MB,6-2,22,22,83,NA,150,56,376,0.25,3,NA,NA,21,NA,13,50,4,54,188,NA,NA,NA,10,NA,NA,NA,NA
2022-2023,Indiana,Big Ten,19,Ashley Zulauf,Sr,OH,6-0,24,2,53,NA,21,19,79,0.025,5,3,2,25,4,1,7,1,5.5,28.5,NA,NA,NA,55,NA,NA,NA,NA
2022-2023,Indiana,Big Ten,21,Emily Fitzner,Sr,S,6-0,29,0,82,NA,0,0,0,NA,1,9,8,14,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
